date_time,variable,value,station,unit_measurement
2024-01-22 07:00:00+00:00,NO2,12.825943,7,μgr/m³
2024-01-22 07:00:00+00:00,PM10,36.76186,3,μgr/m³
2024-01-22 07:00:00+00:00,PM10,51.15153,2,μgr/m³
2024-01-22 07:00:00+00:00,WDS,2.261667,2,m/s
2024-01-22 07:00:00+00:00,WDD,101.5565,7,°N
2024-01-22 07:00:00+00:00,WDD,181.9693,11,°N
2024-01-22 07:00:00+00:00,WDD,139.2113,15,°N
2024-01-22 07:00:00+00:00,WDD,118.1059,18,°N
2024-01-22 07:00:00+00:00,WDD,108.3872,20,°N
2024-01-22 07:00:00+00:00,RAIN,0.0,20,mm
2024-01-22 07:00:00+00:00,WDD,299.2401,14,°N
2024-01-22 07:00:00+00:00,CO,395.118073,7,μgr/m³
2024-01-22 07:00:00+00:00,RAIN,0.0,11,mm
2024-01-22 07:00:00+00:00,RAIN,0.0,2,mm
2024-01-22 07:00:00+00:00,RAIN,0.061806,14,mm
2024-01-22 07:00:00+00:00,PM10,102.9838,20,μgr/m³
2024-01-22 07:00:00+00:00,WDD,189.0124,5,°N
2024-01-22 07:00:00+00:00,SO2,7.431402,15,μgr/m³
2024-01-22 07:00:00+00:00,PM10,9.426044,7,μgr/m³
2024-01-22 07:00:00+00:00,WDD,114.6917,2,°N
2024-01-22 07:00:00+00:00,NO,5.44453,7,μgr/m³
2024-01-22 07:00:00+00:00,SO2,0.852295,2,μgr/m³
2024-01-22 07:00:00+00:00,WDS,0.936806,20,m/s
2024-01-22 07:00:00+00:00,PM2.5,18.39269,14,μgr/m³
2024-01-22 07:00:00+00:00,WDS,0.47,11,m/s
2024-01-22 07:00:00+00:00,RAIN,0.0,3,mm
2024-01-22 07:00:00+00:00,RAIN,0.114722,7,mm
2024-01-22 07:00:00+00:00,RAIN,0.0,5,mm
2024-01-22 07:00:00+00:00,RAIN,0.0,4,mm
2024-01-22 07:00:00+00:00,RAIN,43.44389,15,mm
2024-01-22 07:00:00+00:00,WDS,3.237552,5,m/s
2024-01-22 07:00:00+00:00,PM2.5,8.441408,4,μgr/m³
2024-01-22 07:00:00+00:00,WDD,143.9252,4,°N
2024-01-22 06:00:00+00:00,Temp,10.05958,11,°C
2024-01-22 06:00:00+00:00,CO,172.143799,3,μgr/m³
2024-01-22 06:00:00+00:00,NO,0.0,2,μgr/m³
2024-01-22 06:00:00+00:00,CO,644.102295,4,μgr/m³
2024-01-22 06:00:00+00:00,Temp,10.55333,14,°C
2024-01-22 06:00:00+00:00,NO,10.751351,7,μgr/m³
2024-01-22 06:00:00+00:00,WDS,1.966806,2,m/s
2024-01-22 06:00:00+00:00,NO,0.784607,3,μgr/m³
2024-01-22 06:00:00+00:00,Temp,13.70111,4,°C
2024-01-22 06:00:00+00:00,CO,127.215744,5,μgr/m³
2024-01-22 06:00:00+00:00,WDD,195.1553,18,°N
2024-01-22 06:00:00+00:00,CO,353.16687,7,μgr/m³
2024-01-22 06:00:00+00:00,RAIN,0.0,18,mm
2024-01-22 06:00:00+00:00,RAIN,0.0,14,mm
2024-01-22 06:00:00+00:00,RAIN,0.0,5,mm
2024-01-22 06:00:00+00:00,NO2,29.71842,3,μgr/m³
2024-01-22 06:00:00+00:00,RAIN,0.0,3,mm
2024-01-22 06:00:00+00:00,RAIN,0.0,20,mm
2024-01-22 06:00:00+00:00,WDS,3.04875,3,m/s
2024-01-22 06:00:00+00:00,PM2.5,22.0,18,μgr/m³
2024-01-22 06:00:00+00:00,PM10,38.55906,20,μgr/m³
2024-01-22 06:00:00+00:00,PM10,20.57545,15,μgr/m³
2024-01-22 06:00:00+00:00,PM10,22.99951,14,μgr/m³
2024-01-22 06:00:00+00:00,PM2.5,12.13153,14,μgr/m³
2024-01-22 06:00:00+00:00,PM10,12.76915,7,μgr/m³
2024-01-22 06:00:00+00:00,WDD,196.4611,11,°N
2024-01-22 06:00:00+00:00,PM2.5,13.53045,11,μgr/m³
2024-01-22 06:00:00+00:00,PM10,41.36977,2,μgr/m³
2024-01-22 06:00:00+00:00,WDS,2.825556,4,m/s
2024-01-22 06:00:00+00:00,WDS,0.787917,20,m/s
2024-01-22 06:00:00+00:00,PM10,25.22398,11,μgr/m³
2024-01-22 06:00:00+00:00,PM2.5,8.165338,4,μgr/m³
2024-01-22 06:00:00+00:00,WDS,3.016719,5,m/s
2024-01-22 06:00:00+00:00,WDS,1.286944,15,m/s
2024-01-22 06:00:00+00:00,WDS,2.451944,7,m/s
2024-01-22 06:00:00+00:00,PM10,23.90219,4,μgr/m³
2024-01-22 06:00:00+00:00,PM2.5,8.347023,3,μgr/m³
2024-01-22 06:00:00+00:00,PM2.5,18.43009,2,μgr/m³
2024-01-22 06:00:00+00:00,WDD,112.3793,7,°N
2024-01-22 06:00:00+00:00,WDD,151.9295,5,°N
2024-01-22 06:00:00+00:00,NO2,19.037388,7,μgr/m³
2024-01-22 06:00:00+00:00,WDD,84.14594,20,°N
2024-01-22 06:00:00+00:00,NOX,16.44764,3,μgr/m³
2024-01-22 06:00:00+00:00,Temp,13.01792,3,°C
2024-01-22 06:00:00+00:00,WDD,109.7525,15,°N
2024-01-22 06:00:00+00:00,WDD,142.4247,4,°N
2024-01-22 06:00:00+00:00,WDD,294.8784,14,°N
2024-01-22 06:00:00+00:00,WDS,0.345556,11,m/s
2024-01-22 06:00:00+00:00,NOX,18.89572,7,μgr/m³
2024-01-22 06:00:00+00:00,PM2.5,2.757941,7,μgr/m³
2024-01-22 06:00:00+00:00,WDD,147.1431,3,°N
2024-01-22 06:00:00+00:00,WDD,147.7805,2,°N
2024-01-22 06:00:00+00:00,RAIN,0.0,11,mm
2024-01-22 06:00:00+00:00,RAIN,0.0,7,mm
2024-01-22 06:00:00+00:00,SO2,122.162468,20,μgr/m³
2024-01-22 06:00:00+00:00,RAIN,0.0,2,mm
2024-01-22 06:00:00+00:00,SO2,10.652512,15,μgr/m³
2024-01-22 06:00:00+00:00,SO2,0.90222,14,μgr/m³
2024-01-22 06:00:00+00:00,SO2,0.075341,5,μgr/m³
2024-01-22 06:00:00+00:00,PM2.5,6.202467,20,μgr/m³
2024-01-22 06:00:00+00:00,WDS,0.455456,18,m/s
2024-01-22 06:00:00+00:00,PM10,33.12493,3,μgr/m³
2024-01-22 06:00:00+00:00,PM10,29.0,18,μgr/m³
2024-01-22 06:00:00+00:00,SO2,0.663739,2,μgr/m³
2024-01-22 06:00:00+00:00,PM10,985.0,5,μgr/m³
2024-01-22 06:00:00+00:00,WDS,1.587361,14,m/s
2024-01-22 06:00:00+00:00,RAIN,0.0,15,mm
2024-01-22 06:00:00+00:00,RAIN,0.0,4,mm
2024-01-22 05:00:00+00:00,NO2,26.259747,3,μgr/m³
2024-01-22 05:00:00+00:00,SO2,0.420703,2,μgr/m³
2024-01-22 05:00:00+00:00,RAIN,0.0,15,mm
2024-01-22 05:00:00+00:00,PM2.5,7.407318,4,μgr/m³
2024-01-22 05:00:00+00:00,RAIN,0.0,18,mm
2024-01-22 05:00:00+00:00,RAIN,0.0,22,mm
2024-01-22 05:00:00+00:00,SO2,6.240745,15,μgr/m³
2024-01-22 05:00:00+00:00,Temp,13.245,3,°C
2024-01-22 05:00:00+00:00,PM2.5,13.7537,22,μgr/m³
2024-01-22 05:00:00+00:00,RAIN,0.0,2,mm
2024-01-22 05:00:00+00:00,WDS,0.73375,20,m/s
2024-01-22 05:00:00+00:00,PM2.5,3.449795,20,μgr/m³
2024-01-22 05:00:00+00:00,PM2.5,7.060214,3,μgr/m³
2024-01-22 05:00:00+00:00,WDS,1.564722,7,m/s
2024-01-22 05:00:00+00:00,Temp,13.89556,4,°C
2024-01-22 05:00:00+00:00,PM2.5,24.0,18,μgr/m³
2024-01-22 05:00:00+00:00,PM2.5,11.45311,14,μgr/m³
2024-01-22 05:00:00+00:00,SO2,103.012405,20,μgr/m³
2024-01-22 05:00:00+00:00,SO2,16.501017,22,μgr/m³
2024-01-22 05:00:00+00:00,NO,0.0,2,μgr/m³
2024-01-22 05:00:00+00:00,SO2,0.807367,14,μgr/m³
2024-01-22 05:00:00+00:00,Temp,10.87458,11,°C
2024-01-22 05:00:00+00:00,PM2.5,2.832786,7,μgr/m³
2024-01-22 05:00:00+00:00,NO,21.813519,22,μgr/m³
2024-01-22 05:00:00+00:00,WDD,178.1917,2,°N
2024-01-22 05:00:00+00:00,PM10,17.41508,14,μgr/m³
2024-01-22 05:00:00+00:00,NO2,11.36501,7,μgr/m³
2024-01-22 05:00:00+00:00,PM10,20.12425,11,μgr/m³
2024-01-22 05:00:00+00:00,PM2.5,25.75228,2,μgr/m³
2024-01-22 05:00:00+00:00,NOX,38.65347,22,μgr/m³
2024-01-22 05:00:00+00:00,WDS,1.244361,18,m/s
2024-01-22 05:00:00+00:00,NO,4.125188,7,μgr/m³
2024-01-22 05:00:00+00:00,NOX,9.409971,7,μgr/m³
2024-01-22 05:00:00+00:00,NO2,39.218754,22,μgr/m³
2024-01-22 05:00:00+00:00,PM2.5,10.81952,11,μgr/m³
2024-01-22 05:00:00+00:00,WDD,161.3042,3,°N
2024-01-22 05:00:00+00:00,WDD,117.4185,7,°N
2024-01-22 05:00:00+00:00,WDD,125.4154,4,°N
2024-01-22 05:00:00+00:00,WDD,126.1022,5,°N
2024-01-22 05:00:00+00:00,CO,136.996185,3,μgr/m³
2024-01-22 05:00:00+00:00,WDD,213.2343,11,°N
2024-01-22 05:00:00+00:00,WDD,325.2074,14,°N
2024-01-22 05:00:00+00:00,WDD,130.076,15,°N
2024-01-22 05:00:00+00:00,WDS,1.159306,15,m/s
2024-01-22 05:00:00+00:00,WDD,52.78727,22,°N
2024-01-22 05:00:00+00:00,WDS,2.990139,3,m/s
2024-01-22 05:00:00+00:00,CO,497.56958,4,μgr/m³
2024-01-22 05:00:00+00:00,WDS,2.367458,5,m/s
2024-01-22 05:00:00+00:00,NO,0.541142,3,μgr/m³
2024-01-22 05:00:00+00:00,WDD,1.868185,18,°N
2024-01-22 05:00:00+00:00,WDS,0.404444,11,m/s
2024-01-22 05:00:00+00:00,WDD,87.55181,20,°N
2024-01-22 05:00:00+00:00,CO,34.811043,5,μgr/m³
2024-01-22 05:00:00+00:00,CO,287.773682,7,μgr/m³
2024-01-22 05:00:00+00:00,WDS,2.342083,2,m/s
2024-01-22 05:00:00+00:00,NOX,14.40934,3,μgr/m³
2024-01-22 05:00:00+00:00,WDS,0.891111,14,m/s
2024-01-22 05:00:00+00:00,CO,371.366974,22,μgr/m³
2024-01-22 05:00:00+00:00,WDS,2.053889,4,m/s
2024-01-22 05:00:00+00:00,WDS,0.959444,22,m/s
2024-01-22 05:00:00+00:00,Temp,9.865139,22,°C
2024-01-22 05:00:00+00:00,Temp,10.58833,14,°C
2024-01-22 05:00:00+00:00,PM10,17.50699,3,μgr/m³
2024-01-22 05:00:00+00:00,PM10,17.29799,7,μgr/m³
2024-01-22 05:00:00+00:00,PM10,31.0,18,μgr/m³
2024-01-22 05:00:00+00:00,RAIN,0.0,3,mm
2024-01-22 05:00:00+00:00,RAIN,0.0,5,mm
2024-01-22 05:00:00+00:00,PM10,8.798458,20,μgr/m³
2024-01-22 05:00:00+00:00,PM10,15.12444,15,μgr/m³
2024-01-22 05:00:00+00:00,PM10,31.09027,2,μgr/m³
2024-01-22 05:00:00+00:00,RAIN,0.0,14,mm
2024-01-22 05:00:00+00:00,RAIN,0.0,7,mm
2024-01-22 05:00:00+00:00,PM10,17.49319,4,μgr/m³
2024-01-22 05:00:00+00:00,PM10,985.0,5,μgr/m³
2024-01-22 05:00:00+00:00,RAIN,0.0,11,mm
2024-01-22 05:00:00+00:00,RAIN,0.0,4,mm
2024-01-22 05:00:00+00:00,RAIN,0.0,20,mm
2024-01-22 04:00:00+00:00,Temp,11.61125,11,°C
2024-01-22 04:00:00+00:00,NOX,26.10088,22,μgr/m³
2024-01-22 04:00:00+00:00,CO,54.1376,5,μgr/m³
2024-01-22 04:00:00+00:00,PM2.5,22.58344,2,μgr/m³
2024-01-22 04:00:00+00:00,NO2,26.125513,3,μgr/m³
2024-01-22 04:00:00+00:00,PM2.5,7.846374,3,μgr/m³
2024-01-22 04:00:00+00:00,WDD,308.2588,14,°N
2024-01-22 04:00:00+00:00,NOX,5.134745,7,μgr/m³
2024-01-22 04:00:00+00:00,PM2.5,3.412731,7,μgr/m³
2024-01-22 04:00:00+00:00,CO,219.211639,22,μgr/m³
2024-01-22 04:00:00+00:00,WDD,203.7401,11,°N
2024-01-22 04:00:00+00:00,PM2.5,10.21903,11,μgr/m³
2024-01-22 04:00:00+00:00,NOX,14.35184,3,μgr/m³
2024-01-22 04:00:00+00:00,NO2,6.25724,7,μgr/m³
2024-01-22 04:00:00+00:00,CO,241.557419,7,μgr/m³
2024-01-22 04:00:00+00:00,WDS,1.068889,22,m/s
2024-01-22 04:00:00+00:00,NO2,35.203526,22,μgr/m³
2024-01-22 04:00:00+00:00,CO,459.937378,4,μgr/m³
2024-01-22 04:00:00+00:00,WDD,106.8277,7,°N
2024-01-22 04:00:00+00:00,WDD,128.0811,5,°N
2024-01-22 04:00:00+00:00,PM2.5,4.771157,20,μgr/m³
2024-01-22 04:00:00+00:00,WDS,2.217917,2,m/s
2024-01-22 04:00:00+00:00,CO,130.10376,3,μgr/m³
2024-01-22 04:00:00+00:00,WDS,0.784861,20,m/s
2024-01-22 04:00:00+00:00,NO,0.0,2,μgr/m³
2024-01-22 04:00:00+00:00,NO,0.558184,3,μgr/m³
2024-01-22 04:00:00+00:00,PM2.5,24.64024,22,μgr/m³
2024-01-22 04:00:00+00:00,NO,9.042496,22,μgr/m³
2024-01-22 04:00:00+00:00,NO,2.214678,7,μgr/m³
2024-01-22 04:00:00+00:00,PM10,23.00025,14,μgr/m³
2024-01-22 04:00:00+00:00,WDD,178.1097,3,°N
2024-01-22 04:00:00+00:00,Temp,10.48875,22,°C
2024-01-22 04:00:00+00:00,WDS,2.164722,3,m/s
2024-01-22 04:00:00+00:00,PM2.5,8.17378,4,μgr/m³
2024-01-22 04:00:00+00:00,PM2.5,25.0,18,μgr/m³
2024-01-22 04:00:00+00:00,WDS,2.455139,7,m/s
2024-01-22 04:00:00+00:00,Temp,10.45333,14,°C
2024-01-22 04:00:00+00:00,SO2,6.798484,22,μgr/m³
2024-01-22 04:00:00+00:00,PM10,985.0,5,μgr/m³
2024-01-22 04:00:00+00:00,WDS,1.197778,14,m/s
2024-01-22 04:00:00+00:00,WDS,1.042639,15,m/s
2024-01-22 04:00:00+00:00,WDS,2.105298,18,m/s
2024-01-22 04:00:00+00:00,Temp,13.0875,3,°C
2024-01-22 04:00:00+00:00,SO2,102.8144,20,μgr/m³
2024-01-22 04:00:00+00:00,PM2.5,10.9926,14,μgr/m³
2024-01-22 04:00:00+00:00,SO2,1.183452,2,μgr/m³
2024-01-22 04:00:00+00:00,RAIN,0.0,4,mm
2024-01-22 04:00:00+00:00,WDS,0.468889,11,m/s
2024-01-22 04:00:00+00:00,SO2,0.041856,5,μgr/m³
2024-01-22 04:00:00+00:00,SO2,1.696489,14,μgr/m³
2024-01-22 04:00:00+00:00,SO2,7.144966,15,μgr/m³
2024-01-22 04:00:00+00:00,Temp,14.20708,4,°C
2024-01-22 04:00:00+00:00,PM10,14.69629,3,μgr/m³
2024-01-22 04:00:00+00:00,PM10,16.38043,15,μgr/m³
2024-01-22 04:00:00+00:00,WDS,2.614604,5,m/s
2024-01-22 04:00:00+00:00,WDD,143.2278,2,°N
2024-01-22 04:00:00+00:00,RAIN,0.0,22,mm
2024-01-22 04:00:00+00:00,RAIN,0.0,20,mm
2024-01-22 04:00:00+00:00,RAIN,0.0,18,mm
2024-01-22 04:00:00+00:00,RAIN,0.0,15,mm
2024-01-22 04:00:00+00:00,RAIN,0.0,14,mm
2024-01-22 04:00:00+00:00,PM10,8.18905,7,μgr/m³
2024-01-22 04:00:00+00:00,RAIN,0.0,2,mm
2024-01-22 04:00:00+00:00,WDD,144.5155,4,°N
2024-01-22 04:00:00+00:00,PM10,28.0,18,μgr/m³
2024-01-22 04:00:00+00:00,WDS,2.762917,4,m/s
2024-01-22 04:00:00+00:00,WDD,17.93581,18,°N
2024-01-22 04:00:00+00:00,WDD,85.92831,15,°N
2024-01-22 04:00:00+00:00,PM10,37.11938,2,μgr/m³
2024-01-22 04:00:00+00:00,PM10,16.48352,4,μgr/m³
2024-01-22 04:00:00+00:00,WDD,95.02634,20,°N
2024-01-22 04:00:00+00:00,WDD,92.56693,22,°N
2024-01-22 04:00:00+00:00,PM10,10.02094,20,μgr/m³
2024-01-22 04:00:00+00:00,PM10,19.98879,11,μgr/m³
2024-01-22 04:00:00+00:00,RAIN,0.0,7,mm
2024-01-22 04:00:00+00:00,RAIN,0.0,3,mm
2024-01-22 04:00:00+00:00,RAIN,0.0,11,mm
2024-01-22 04:00:00+00:00,RAIN,0.0,5,mm
2024-01-22 03:00:00+00:00,RAIN,0.0,14,mm
2024-01-22 03:00:00+00:00,SO2,5.427844,14,μgr/m³
2024-01-22 03:00:00+00:00,PM2.5,10.15546,3,μgr/m³
2024-01-22 03:00:00+00:00,SO2,6.999848,15,μgr/m³
2024-01-22 03:00:00+00:00,WDS,5.425416,5,m/s
2024-01-22 03:00:00+00:00,SO2,0.112046,5,μgr/m³
2024-01-22 03:00:00+00:00,PM2.5,9.932859,11,μgr/m³
2024-01-22 03:00:00+00:00,SO2,0.149846,3,μgr/m³
2024-01-22 03:00:00+00:00,NOX,26.43101,22,μgr/m³
2024-01-22 03:00:00+00:00,SO2,2.897513,2,μgr/m³
2024-01-22 03:00:00+00:00,NOX,5.722238,7,μgr/m³
2024-01-22 03:00:00+00:00,WDS,2.469167,4,m/s
2024-01-22 03:00:00+00:00,WDS,1.805694,7,m/s
2024-01-22 03:00:00+00:00,SO2,103.755821,20,μgr/m³
2024-01-22 03:00:00+00:00,PM2.5,3.991336,14,μgr/m³
2024-01-22 03:00:00+00:00,NO2,26.607302,3,μgr/m³
2024-01-22 03:00:00+00:00,PM2.5,23.0,18,μgr/m³
2024-01-22 03:00:00+00:00,NOX,14.52746,3,μgr/m³
2024-01-22 03:00:00+00:00,SO2,11.076222,22,μgr/m³
2024-01-22 03:00:00+00:00,PM2.5,6.032376,20,μgr/m³
2024-01-22 03:00:00+00:00,WDS,0.454444,11,m/s
2024-01-22 03:00:00+00:00,NO2,41.024685,22,μgr/m³
2024-01-22 03:00:00+00:00,WDD,72.27639,2,°N
2024-01-22 03:00:00+00:00,NO2,8.10306,7,μgr/m³
2024-01-22 03:00:00+00:00,PM2.5,15.15536,22,μgr/m³
2024-01-22 03:00:00+00:00,WDD,171.3056,3,°N
2024-01-22 03:00:00+00:00,WDD,137.1533,4,°N
2024-01-22 03:00:00+00:00,WDD,100.7279,7,°N
2024-01-22 03:00:00+00:00,WDD,10.6376,18,°N
2024-01-22 03:00:00+00:00,WDS,2.219722,2,m/s
2024-01-22 03:00:00+00:00,WDS,2.560139,3,m/s
2024-01-22 03:00:00+00:00,WDS,1.678056,14,m/s
2024-01-22 03:00:00+00:00,WDD,281.9262,14,°N
2024-01-22 03:00:00+00:00,WDD,35.6144,15,°N
2024-01-22 03:00:00+00:00,WDD,145.2263,20,°N
2024-01-22 03:00:00+00:00,WDS,0.914028,15,m/s
2024-01-22 03:00:00+00:00,PM2.5,4.189242,7,μgr/m³
2024-01-22 03:00:00+00:00,NO,0.0,2,μgr/m³
2024-01-22 03:00:00+00:00,WDD,67.07781,22,°N
2024-01-22 03:00:00+00:00,NO,5.651085,22,μgr/m³
2024-01-22 03:00:00+00:00,PM2.5,24.40856,2,μgr/m³
2024-01-22 03:00:00+00:00,NO,1.731236,7,μgr/m³
2024-01-22 03:00:00+00:00,NO,0.459315,3,μgr/m³
2024-01-22 03:00:00+00:00,CO,261.560638,22,μgr/m³
2024-01-22 03:00:00+00:00,WDS,2.213924,18,m/s
2024-01-22 03:00:00+00:00,CO,227.031677,7,μgr/m³
2024-01-22 03:00:00+00:00,CO,58.091862,5,μgr/m³
2024-01-22 03:00:00+00:00,CO,509.797089,4,μgr/m³
2024-01-22 03:00:00+00:00,CO,125.511642,3,μgr/m³
2024-01-22 03:00:00+00:00,Temp,10.93403,22,°C
2024-01-22 03:00:00+00:00,Temp,10.83,14,°C
2024-01-22 03:00:00+00:00,Temp,13.20139,11,°C
2024-01-22 03:00:00+00:00,Temp,14.37681,4,°C
2024-01-22 03:00:00+00:00,WDS,0.994167,20,m/s
2024-01-22 03:00:00+00:00,Temp,13.50292,3,°C
2024-01-22 03:00:00+00:00,RAIN,0.0,15,mm
2024-01-22 03:00:00+00:00,RAIN,0.0,11,mm
2024-01-22 03:00:00+00:00,WDS,1.45625,22,m/s
2024-01-22 03:00:00+00:00,RAIN,0.0,3,mm
2024-01-22 03:00:00+00:00,WDD,162.6797,11,°N
2024-01-22 03:00:00+00:00,PM10,13.2816,20,μgr/m³
2024-01-22 03:00:00+00:00,PM10,25.0,18,μgr/m³
2024-01-22 03:00:00+00:00,PM10,18.06946,11,μgr/m³
2024-01-22 03:00:00+00:00,PM10,10.79192,7,μgr/m³
2024-01-22 03:00:00+00:00,PM10,18.06451,3,μgr/m³
2024-01-22 03:00:00+00:00,WDD,118.7691,5,°N
2024-01-22 03:00:00+00:00,PM10,985.0,5,μgr/m³
2024-01-22 03:00:00+00:00,RAIN,0.0,4,mm
2024-01-22 03:00:00+00:00,RAIN,0.0,18,mm
2024-01-22 03:00:00+00:00,PM10,34.89216,2,μgr/m³
2024-01-22 03:00:00+00:00,RAIN,0.0,20,mm
2024-01-22 03:00:00+00:00,PM10,24.94804,14,μgr/m³
2024-01-22 03:00:00+00:00,PM2.5,10.46624,4,μgr/m³
2024-01-22 03:00:00+00:00,RAIN,0.0,22,mm
2024-01-22 03:00:00+00:00,RAIN,0.0,7,mm
2024-01-22 03:00:00+00:00,RAIN,0.0,2,mm
2024-01-22 03:00:00+00:00,PM10,27.45464,15,μgr/m³
2024-01-22 03:00:00+00:00,PM10,20.79678,4,μgr/m³
2024-01-22 03:00:00+00:00,RAIN,0.0,5,mm
2024-01-22 02:00:00+00:00,WDS,1.387917,22,m/s
2024-01-22 02:00:00+00:00,Temp,12.96764,11,°C
2024-01-22 02:00:00+00:00,SO2,18.033007,22,μgr/m³
2024-01-22 02:00:00+00:00,WDD,46.55228,18,°N
2024-01-22 02:00:00+00:00,WDD,110.4845,4,°N
2024-01-22 02:00:00+00:00,WDD,266.4334,14,°N
2024-01-22 02:00:00+00:00,PM2.5,21.1251,22,μgr/m³
2024-01-22 02:00:00+00:00,WDS,0.886667,20,m/s
2024-01-22 02:00:00+00:00,NO,0.0,2,μgr/m³
2024-01-22 02:00:00+00:00,PM2.5,7.513456,20,μgr/m³
2024-01-22 02:00:00+00:00,WDD,66.813,7,°N
2024-01-22 02:00:00+00:00,PM2.5,29.0,18,μgr/m³
2024-01-22 02:00:00+00:00,PM10,11.78531,7,μgr/m³
2024-01-22 02:00:00+00:00,SO2,103.382957,20,μgr/m³
2024-01-22 02:00:00+00:00,WDD,162.845,11,°N
2024-01-22 02:00:00+00:00,NO,1.405736,7,μgr/m³
2024-01-22 02:00:00+00:00,WDD,136.6476,15,°N
2024-01-22 02:00:00+00:00,WDS,0.363095,18,m/s
2024-01-22 02:00:00+00:00,PM2.5,10.78355,4,μgr/m³
2024-01-22 02:00:00+00:00,PM2.5,20.85401,2,μgr/m³
2024-01-22 02:00:00+00:00,PM2.5,4.783909,14,μgr/m³
2024-01-22 02:00:00+00:00,PM2.5,9.835515,11,μgr/m³
2024-01-22 02:00:00+00:00,NO,0.474799,3,μgr/m³
2024-01-22 02:00:00+00:00,NOX,6.297812,7,μgr/m³
2024-01-22 02:00:00+00:00,PM2.5,4.886423,7,μgr/m³
2024-01-22 02:00:00+00:00,NOX,14.97855,3,μgr/m³
2024-01-22 02:00:00+00:00,WDS,0.826667,15,m/s
2024-01-22 02:00:00+00:00,WDD,147.8643,20,°N
2024-01-22 02:00:00+00:00,WDS,1.947361,2,m/s
2024-01-22 02:00:00+00:00,NO2,46.519283,22,μgr/m³
2024-01-22 02:00:00+00:00,WDS,1.940972,4,m/s
2024-01-22 02:00:00+00:00,WDS,1.321389,7,m/s
2024-01-22 02:00:00+00:00,WDD,134.4528,3,°N
2024-01-22 02:00:00+00:00,WDS,0.442222,11,m/s
2024-01-22 02:00:00+00:00,CO,182.965408,7,μgr/m³
2024-01-22 02:00:00+00:00,WDS,1.156667,14,m/s
2024-01-22 02:00:00+00:00,CO,150.119476,5,μgr/m³
2024-01-22 02:00:00+00:00,NO2,9.684271,7,μgr/m³
2024-01-22 02:00:00+00:00,SO2,1.077275,3,μgr/m³
2024-01-22 02:00:00+00:00,PM10,37.3948,2,μgr/m³
2024-01-22 02:00:00+00:00,PM10,21.38312,15,μgr/m³
2024-01-22 02:00:00+00:00,NO2,27.431606,3,μgr/m³
2024-01-22 02:00:00+00:00,WDD,82.80712,22,°N
2024-01-22 02:00:00+00:00,CO,515.927124,4,μgr/m³
2024-01-22 02:00:00+00:00,NOX,33.05369,22,μgr/m³
2024-01-22 02:00:00+00:00,SO2,2.643717,2,μgr/m³
2024-01-22 02:00:00+00:00,CO,156.850372,3,μgr/m³
2024-01-22 02:00:00+00:00,WDS,5.769927,5,m/s
2024-01-22 02:00:00+00:00,PM10,18.01566,20,μgr/m³
